132	62	myasses dragon	Mixed	23:39:06	2:35:24	6:02:36	10:28:56	14:32:08	18:56:44	21:39:18	23:39:06
133	154	Two Sinners and the Newbies	Mixed	23:41:19	1:57:01	5:18:10	10:22:38	16:00:58	19:34:50	21:38:36	23:41:19
134	39	JBF - Misters, Sisters & Blisters	Mixed	23:45:07	2:03:18	5:20:55	10:51:26	15:38:40	19:08:31	21:45:05	23:45:07
135	1	JBF - The Fast and the Delirious	Mixed	23:48:44	2:06:35	4:43:21	9:56:04	15:06:40	19:42:36	21:30:49	23:48:44
136	70	Hill Humpers	Mixed	23:55:42	1:48:49	4:28:47	11:09:02	16:36:41	21:04:06	22:28:29	23:55:42
137	55	Nerds and Ninjas	Mixed	23:58:41	1:50:59	4:39:07	11:27:54	15:38:17	19:32:54	22:12:23	23:58:41
138	83	Run Forest Run!	Mixed	24:28:30	2:13:13	5:09:24	11:33:47	17:19:27	21:20:25	23:00:58	24:28:30
139	73	Runners Anonymous	Mixed	24:35:52	2:09:03	5:08:30	11:36:08	17:19:04	20:25:19	22:15:14	24:35:52
140	85	Sutherly Flow	Mixed	25:08:39	2:35:45	5:07:48	9:55:35	15:09:07	19:28:38	21:53:15	25:08:39
141	87	Gluttons for Punishment - Part Two	Mixed	25:27:30	2:11:01	5:11:44	11:57:34	18:01:55	21:15:02	22:54:36	25:27:30
142	125	The Scallywaggin' Rapscallions	Mixed	25:37:16	2:09:31	4:56:57	10:00:22	15:32:31	20:09:51	22:45:57	25:37:16
143	56	What Fresh Hell Is This	Mixed	25:53:05	2:16:53	5:31:32	11:49:52	16:58:59	21:39:25	23:54:27	25:53:05
144	155	Love the Pain	Mixed	25:57:19	2:53:52	5:33:52	11:02:34	16:42:02	21:28:18	23:47:10	25:57:19
145	40	Peak Freaks	Mixed	26:02:14	2:24:57	4:27:59	8:44:07	14:51:27	21:36:06	24:02:28	26:02:14
